seq_name,source,feature,start,end,score,strand,frame,attribute,attribute_geneID,attribute_transcriptID,attribute_exon_info,attribute_exon_info
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1480472,1480590,.,+,1,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""8""; exon_id ""NM_001006607.2.8""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""8"""," exon_id ""NM_001006607.2.8""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1482523,1484054,.,+,.,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""9""; exon_id ""NM_001006607.2.9""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""9"""," exon_id ""NM_001006607.2.9""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1482523,1484054,.,+,2,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""9""; exon_id ""NM_001006607.2.9""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""9"""," exon_id ""NM_001006607.2.9""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1484625,1484729,.,+,.,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""10""; exon_id ""NM_001006607.2.10""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""10"""," exon_id ""NM_001006607.2.10""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1484625,1484729,.,+,0,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""10""; exon_id ""NM_001006607.2.10""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""10"""," exon_id ""NM_001006607.2.10""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1487621,1487670,.,+,.,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""11""; exon_id ""NM_001006607.2.11""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""11"""," exon_id ""NM_001006607.2.11""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1487621,1487670,.,+,0,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""11""; exon_id ""NM_001006607.2.11""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""11"""," exon_id ""NM_001006607.2.11""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1489368,1489422,.,+,.,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""12""; exon_id ""NM_001006607.2.12""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""12"""," exon_id ""NM_001006607.2.12""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1489368,1489422,.,+,1,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""12""; exon_id ""NM_001006607.2.12""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""12"""," exon_id ""NM_001006607.2.12""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1489501,1489640,.,+,.,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""13""; exon_id ""NM_001006607.2.13""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""13"""," exon_id ""NM_001006607.2.13""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1489501,1489640,.,+,0,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""13""; exon_id ""NM_001006607.2.13""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""13"""," exon_id ""NM_001006607.2.13""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1489747,1489864,.,+,.,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""14""; exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""14"""," exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1489747,1489792,.,+,1,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""14""; exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""14"""," exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,1489796,1489864,.,+,.,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""14""; exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""14"""," exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,1446906,1446908,.,+,0,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""1""; exon_id ""NM_001006607.2.1""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""1"""," exon_id ""NM_001006607.2.1""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,1489793,1489795,.,+,0,"gene_id ""LRRC37A2""; transcript_id ""NM_001006607.2""; exon_number ""14""; exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";","gene_id ""LRRC37A2"""," transcript_id ""NM_001006607.2"""," exon_number ""14"""," exon_id ""NM_001006607.2.14""; gene_name ""LRRC37A2"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,1486977,1513853,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2"";  gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2""","  gene_name ""ARL17A""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1486977,1491846,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""4""; exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""4"""," exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,1486977,1491571,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""4""; exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""4"""," exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1491575,1491846,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""4""; exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""4"""," exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1504971,1505081,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""3""; exon_id ""NM_001113738.2.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""3"""," exon_id ""NM_001113738.2.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1504971,1505081,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""3""; exon_id ""NM_001113738.2.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""3"""," exon_id ""NM_001113738.2.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1510337,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""2""; exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""2"""," exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1510337,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""2""; exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""2"""," exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1510485,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""2""; exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""2"""," exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1513763,1513853,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""1""; exon_id ""NM_001113738.2.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""1"""," exon_id ""NM_001113738.2.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1513763,1513853,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""1""; exon_id ""NM_001113738.2.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""1"""," exon_id ""NM_001113738.2.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,1510482,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""2""; exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""2"""," exon_id ""NM_001113738.2.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,1491572,1491574,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001113738.2""; exon_number ""4""; exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001113738.2"""," exon_number ""4"""," exon_id ""NM_001113738.2.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,1481735,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1"";  gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1""","  gene_name ""ARL17A""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1481735,1482671,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""4""; exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""4"""," exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,1481735,1482642,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""4""; exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""4"""," exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1482646,1482671,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""4""; exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""4"""," exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1504971,1505081,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""3""; exon_id ""NM_001330244.1.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""3"""," exon_id ""NM_001330244.1.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1504971,1505081,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""3""; exon_id ""NM_001330244.1.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""3"""," exon_id ""NM_001330244.1.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1510337,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""2""; exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""2"""," exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1510337,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""2""; exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""2"""," exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1510485,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""2""; exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""2"""," exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1513763,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""1""; exon_id ""NM_001330244.1.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""1"""," exon_id ""NM_001330244.1.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1513763,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""1""; exon_id ""NM_001330244.1.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""1"""," exon_id ""NM_001330244.1.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,1510482,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""2""; exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""2"""," exon_id ""NM_001330244.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,1482643,1482645,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001330244.1""; exon_number ""4""; exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001330244.1"""," exon_number ""4"""," exon_id ""NM_001330244.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,1461296,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1"";  gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1""","  gene_name ""ARL17A""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1461296,1463088,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""5""; exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""5"""," exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,1461296,1462997,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""5""; exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""5"""," exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1463001,1463088,.,-,1,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""5""; exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""5"""," exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1472557,1472632,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""4""; exon_id ""NM_001288811.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""4"""," exon_id ""NM_001288811.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1472557,1472632,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""4""; exon_id ""NM_001288811.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""4"""," exon_id ""NM_001288811.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1504971,1505081,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""3""; exon_id ""NM_001288811.1.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""3"""," exon_id ""NM_001288811.1.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1504971,1505081,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""3""; exon_id ""NM_001288811.1.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""3"""," exon_id ""NM_001288811.1.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1510337,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""2""; exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""2"""," exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1510337,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""2""; exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""2"""," exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1510485,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""2""; exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""2"""," exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1513763,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""1""; exon_id ""NM_001288811.1.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""1"""," exon_id ""NM_001288811.1.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1513763,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""1""; exon_id ""NM_001288811.1.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""1"""," exon_id ""NM_001288811.1.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,1510482,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""2""; exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""2"""," exon_id ""NM_001288811.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,1462998,1463000,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001288811.1""; exon_number ""5""; exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288811.1"""," exon_number ""5"""," exon_id ""NM_001288811.1.5""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,1461296,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1"";  gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1""","  gene_name ""ARL17A""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1461296,1463088,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""4""; exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""4"""," exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,3UTR,1461296,1463080,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""4""; exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""4"""," exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1463084,1463088,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""4""; exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""4"""," exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1504971,1505081,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""3""; exon_id ""NM_001288813.1.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""3"""," exon_id ""NM_001288813.1.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1504971,1505081,.,-,2,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""3""; exon_id ""NM_001288813.1.3""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""3"""," exon_id ""NM_001288813.1.3""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1510337,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""2""; exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""2"""," exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,CDS,1510337,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""2""; exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""2"""," exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1510485,1510501,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""2""; exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""2"""," exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1513763,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""1""; exon_id ""NM_001288813.1.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""1"""," exon_id ""NM_001288813.1.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,5UTR,1513763,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""1""; exon_id ""NM_001288813.1.1""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""1"""," exon_id ""NM_001288813.1.1""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,start_codon,1510482,1510484,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""2""; exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""2"""," exon_id ""NM_001288813.1.2""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,stop_codon,1463081,1463083,.,-,0,"gene_id ""ARL17A""; transcript_id ""NM_001288813.1""; exon_number ""4""; exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_001288813.1"""," exon_number ""4"""," exon_id ""NM_001288813.1.4""; gene_name ""ARL17A"";"
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,transcript,1450906,1513884,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_016632.2"";  gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_016632.2""","  gene_name ""ARL17A""",
chr17_ctg5_hap1,ncbiRefSeq.2021-05-17,exon,1450906,1451217,.,-,.,"gene_id ""ARL17A""; transcript_id ""NM_016632.2""; exon_number ""5""; exon_id ""NM_016632.2.5""; gene_name ""ARL17A"";","gene_id ""ARL17A"""," transcript_id ""NM_016632.2"""," exon_number ""5"""," exon_id ""NM_016632.2.5""; gene_name ""ARL17A"";"
